=Below Budget,=Above Budget,Address Number,Amount for P&L (% of Gross Sales),Amount for P&L (Margins),Amount for P&L,Amount2,Amount,Amount_%,Amount_Size,Amount_label,Amount in 000s,Selected Category,Calculation2,Gross Margin M,Inventory Turns,Inventory Units,Profit Margin,Selected Year (start),Sales Quantity,Distinct Orders,Inventory Value in 1000,New YYYYMM,Selected Metric Biz Mix,Net Margin Calc Field,=Space,Performance Eval Legend,Inventory Value,Selected Metric (sort),Amount Minus,Category (Margins),Category (group) 1,Category (group),Category Color,Category,Channel,Channel_Filter,CostPrice*StockOH,CostPrice,Customer - Product Desc,Customer - Product Segmentation,Customer Segment (group),Customer,Distribution Channel Mgr,Gross Profit M,SG&A,Indirect Expenses,"Taxes, Interest",COGS,Gross Sales and Profit Amount,Gross Sales Amount,Inventory Value (copy 2),Inventory Value (step1),Customer Location,Operating Income M,Profit M,Net Sales,Operating Margin M,OrderID,Product Category (group),Product Category,Product,Product Type Desc,Region,Region_Filter,Sales Price (weighted avg),SegmentDesc+Region,Customer Segment,Selected Metric Value,Selected Metric Unit,Selected Year (end),StockOH,ThroughputQty,YYYYMM,Year Filter,Year To Date Filter,title_Target,title_COGS,title_Indirect_Expenses,title_Portfolio_Average,title_Margin,title_from_Gross_Sales,title_Selected_Metric
Below Budget,Above Budget,50078965,$169,$169,$169,,$169,,,,0.16937,Canned Foods,1,,0.883774543,25592.5,,1/1/2012,,1,9.04102,8/1/2013 12:00:00 AM,0.16937,, ,Above Budget,"$9,041",,-0.16937,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,9041.02,$105,Soup,Canned Foods,Stores,Hetrick Systems,JL,,,,,,,,"$2,674,416","$2,674,416",Sacramento,,,0.16937,,75791,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,25592.5,22618,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,160265408,$44,$44,$44,,$44,,,,0.04375,Canned Foods,1,,0.822457210,101660,,1/1/2012,,1,10.760815,8/1/2013 12:00:00 AM,0.04375,, ,Above Budget,"$10,761",,-0.04375,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10760.815,$79,Soup,Canned Foods,Stores,Homebound,JL,,,,,,,,"$8,068,754","$8,068,754",Schertz,,,0.04375,,241331,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,101660,83611,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022750,$89,$89,$89,,$89,,,,0.08933,Canned Foods,1,,0.547747748,277.5,,1/1/2012,,1,0.444,8/1/2013 12:00:00 AM,0.08933,, ,Above Budget,$444,,-0.08933,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,444,$2,Soup,Canned Foods,Stores,Ready-to-Run,JL,,,,,,,,$444,$444,Watervliet,,,0.08933,,14759,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,277.5,152,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$736,$736,$736,,$736,,,,0.73617,Canned Foods,1,,2,62.5,,1/1/2012,,1,6.455,8/1/2013 12:00:00 AM,0.73617,, ,Above Budget,"$6,455",,-0.73617,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6455,$103,Tuna,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$6,455","$6,455",Rancho Cordova,,,0.73617,,15243,Other,Canned Foods,Tuna,Canned Tuna,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,62.5,125,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,50082940,$0,$0,$0,,$0,,,,0,Canned Foods,1,,1.935867783,22266.5,,1/1/2012,,1,44.533,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$44,533",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,44533,$10,Tuna,Canned Foods,Stores,Homebound,JL,,,,,,,,"$222,665","$222,665",Schertz,,,0,,77387,Other,Canned Foods,Tuna,Canned Tuna,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,22266.5,43105,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20029606,$532,$532,$532,,$532,,,,0.53239,Canned Foods,1,,2,752.5,,1/1/2012,,1,34.654775,8/1/2013 12:00:00 AM,0.53239,, ,Above Budget,"$34,655",,-0.53239,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,34654.775,$57,Canned Vegetables,Canned Foods,Stores,HCHS,JL,,,,,,,,"$42,561","$42,561",Grand Rapids,,,0.53239,,29066,Other,Canned Foods,Canned Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,752.5,1505,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$23,$23,$23,,$23,,,,0.02349,Canned Foods,1,,2,52,,1/1/2012,,1,0.33904,8/1/2013 12:00:00 AM,0.02349,, ,Above Budget,$339,,-0.02349,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,339.04,$7,Canned Vegetables,Canned Foods,Stores,A2Z Solutions,JL,,,,,,,,$339,$339,North Highlands,,,0.02349,,15362,Other,Canned Foods,Canned Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,52,104,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10004256,$26,$26,$26,,$26,,,,0.02615,Canned Foods,1,,18,53.5,,1/1/2012,,1,1.70558,8/1/2013 12:00:00 AM,0.02615,, ,Above Budget,"$1,706",,-0.02615,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1705.58,$32,Canned Vegetables,Canned Foods,Stores,Benedict,JL,,,,,,,,"$1,706","$1,706",Portland,,,0.02615,,14975,Other,Canned Foods,Canned Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,53.5,963,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40089824,"$3,205","$3,205","$3,205",,"$3,205",,,,3.20482,Canned Foods,1,,2.367904903,1682.5,,1/1/2012,,1,37.11555,8/1/2013 12:00:00 AM,3.20482,, ,Above Budget,"$37,116",,-3.20482,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,37115.55,$74,Canned Vegetables,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$124,640","$124,640",Rancho Cordova,,,3.20482,,59501,Other,Canned Foods,Canned Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1682.5,3984,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20031586,($1),($1),($1),,($1),,,,-0.00058,Canned Foods,1,,14.019417476,103,,1/1/2012,,1,0.84254,8/1/2013 12:00:00 AM,-0.00058,, ,Above Budget,$843,,0.00058,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,842.54,$16,Canned Vegetables,Canned Foods,Stores,Hetrick Systems,JL,,,,,,,,"$1,685","$1,685",Sacramento,,,-0.00058,,29939,Other,Canned Foods,Canned Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,103,1444,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,70116116,$46,$46,$46,,$46,,,,0.04559,Canned Foods,1,,8.904040404,13464,,1/1/2012,,1,38.25461,8/1/2013 12:00:00 AM,0.04559,, ,Above Budget,"$38,255",,-0.04559,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,38254.61,$79,Canned Vegetables,Canned Foods,Stores,Homebound,JL,,,,,,,,"$1,058,136","$1,058,136",Schertz,,,0.04559,,104100,Other,Canned Foods,Canned Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,13464,119884,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022750,$564,$564,$564,,$564,,,,0.56419,Canned Foods,1,,2,89,,1/1/2012,,1,0.73158,8/1/2013 12:00:00 AM,0.56419,, ,Above Budget,$732,,-0.56419,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,731.58,$8,Canned Vegetables,Canned Foods,Stores,Ready-to-Run,JL,,,,,,,,$732,$732,Watervliet,,,0.56419,,14153,Other,Canned Foods,Canned Vegetables,Vegetables,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,89,178,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$73,$73,$73,,$73,,,,0.07296,Canned Products,1,,5.846153846,6.5,,1/1/2012,,1,0.013,8/1/2013 12:00:00 AM,0.07296,, ,Above Budget,$13,,-0.07296,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,13,$2,Canned Fruit,Canned Products,Stores,A2Z Solutions,JL,,,,,,,,$13,$13,North Highlands,,,0.07296,,15754,Other,Canned Products,Canned Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,6.5,38,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Canned Products,1,,3.980392157,51,,1/1/2012,,1,0.00255,8/1/2013 12:00:00 AM,0,, ,Above Budget,$3,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2.55,$0,Canned Fruit,Canned Products,Stores,Homebound,JL,,,,,,,,$3,$3,Schertz,,,0,,15062,Other,Canned Products,Canned Fruit,Fruit,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,51,203,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20042368,"$1,459","$1,459","$1,459",,"$1,459",,,,1.45905,Dairy,1,,23.258581236,218.5,,1/1/2012,,1,10.446435,8/1/2013 12:00:00 AM,1.45905,, ,Above Budget,"$10,446",,-1.45905,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10446.435,$178,Cheese,Dairy,Stores,Pacific Sierra Research,JL,,,,,,,,"$38,985","$38,985",Aurora,,,1.45905,,28017,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,218.5,5082,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40059212,"$4,310","$4,310","$4,310",,"$4,310",,,,4.31048,Dairy,1,,17.222683264,361.5,,1/1/2012,,1,14.110075,8/1/2013 12:00:00 AM,4.31048,, ,Above Budget,"$14,110",,-4.31048,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,14110.075,$233,Cheese,Dairy,Stores,HCHS,JL,,,,,,,,"$84,338","$84,338",Grand Rapids,,,4.31048,,58162,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,361.5,6226,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022240,$157,$157,$157,,$157,,,,0.15654,Dairy,1,,18.037383178,53.5,,1/1/2012,,1,1.854845,8/1/2013 12:00:00 AM,0.15654,, ,Above Budget,"$1,855",,-0.15654,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1854.845,$35,Cheese,Dairy,Stores,Quantum 4Xyte  Architects,JL,,,,,,,,"$1,855","$1,855",Mississauga,,,0.15654,,14751,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,53.5,965,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20000932,$775,$775,$775,,$775,,,,0.7752,Dairy,1,,3.462897527,141.5,,1/1/2012,,1,7.907355,8/1/2013 12:00:00 AM,0.7752,, ,Above Budget,"$7,907",,-0.7752,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,7907.355,$137,Cheese,Dairy,Stores,A2Z Solutions,JL,,,,,,,,"$19,455","$19,455",North Highlands,,,0.7752,,29305,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,141.5,490,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023471,$16,$16,$16,,$16,,,,0.01618,Dairy,1,,1.04,75,,1/1/2012,,1,0.28125,8/1/2013 12:00:00 AM,0.01618,, ,Above Budget,$281,,-0.01618,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,281.25,$4,Cheese,Dairy,Stores,Road Warrior International,JL,,,,,,,,$281,$281,Odessa,,,0.01618,,15605,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,75,78,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40103112,"$4,015","$4,015","$4,015",,"$4,015",,,,4.01504,Dairy,1,,18.037735849,212,,1/1/2012,,1,7.25869,8/1/2013 12:00:00 AM,4.01504,, ,Above Budget,"$7,259",,-4.01504,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,7258.69,$137,Cheese,Dairy,Stores,ValiCert,JL,,,,,,,,"$29,031","$29,031",Pomona,,,4.01504,,58506,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,212,3824,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20008512,"$1,978","$1,978","$1,978",,"$1,978",,,,1.9777,Dairy,1,,132.230769231,52,,1/1/2012,,1,6.09856,8/1/2013 12:00:00 AM,1.9777,, ,Above Budget,"$6,099",,-1.9777,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6098.56,$127,Cheese,Dairy,Stores,Benedict,JL,,,,,,,,"$6,578","$6,578",Portland,,,1.9777,,29951,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,52,6876,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$335,$335,$335,,$335,,,,0.33461,Dairy,1,,6.082644628,60.5,,1/1/2012,,1,1.660975,8/1/2013 12:00:00 AM,0.33461,, ,Above Budget,"$1,661",,-0.33461,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1660.975,$101,Cheese,Dairy,Stores,Ra Co Amo,JL,,,,,,,,"$6,138","$6,138",Rancho Cordova,,,0.33461,,43680,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,60.5,368,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009647,$33,$33,$33,,$33,,,,0.03291,Dairy,1,,2,510.5,,1/1/2012,,1,5.324515,8/1/2013 12:00:00 AM,0.03291,, ,Above Budget,"$5,325",,-0.03291,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5324.515,$10,Cheese,Dairy,Stores,Dayton Malleable Inc.,JL,,,,,,,,"$5,325","$5,325",Sacramento,,,0.03291,,15625,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,510.5,1021,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20031586,"$5,942","$5,942","$5,942",,"$5,942",,,,5.94242,Dairy,1,,7.317195326,599,,1/1/2012,,1,8.85301,8/1/2013 12:00:00 AM,5.94242,, ,Above Budget,"$8,853",,-5.94242,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,8853.01,$50,Cheese,Dairy,Stores,Hetrick Systems,JL,,,,,,,,"$30,130","$30,130",Sacramento,,,5.94242,,30005,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,599,4383,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20039800,$996,$996,$996,,$996,,,,0.99584,Dairy,1,,2,142,,1/1/2012,,1,10.67657,8/1/2013 12:00:00 AM,0.99584,, ,Above Budget,"$10,677",,-0.99584,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10676.57,$189,Cheese,Dairy,Stores,LiveWire BBS and   Favourite Links,JL,,,,,,,,"$26,855","$26,855",Sacramento,,,0.99584,,28161,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,142,284,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,80132704,$0,$0,$0,,$0,,,,0,Dairy,1,,9.149730700,1392.5,,1/1/2012,,1,33.48763,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$33,488",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,33487.63,$264,Cheese,Dairy,Stores,Homebound,JL,,,,,,,,"$367,314","$367,314",Schertz,,,0,,115749,Other,Dairy,Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1392.5,12741,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10014803,$337,$337,$337,,$337,,,,0.3372,Dairy,1,,2,39,,1/1/2012,,1,1.01205,8/1/2013 12:00:00 AM,0.3372,, ,Above Budget,"$1,012",,-0.3372,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1012.05,$26,Cottage Cheese,Dairy,Stores,HCHS,JL,,,,,,,,"$1,012","$1,012",Grand Rapids,,,0.3372,,14519,Other,Dairy,Cottage Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,39,78,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,"$1,254","$1,254","$1,254",,"$1,254",,,,1.25416,Dairy,1,,3.727272727,99,,1/1/2012,,1,4.36966,8/1/2013 12:00:00 AM,1.25416,, ,Above Budget,"$4,370",,-1.25416,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4369.66,$68,Cottage Cheese,Dairy,Stores,Ra Co Amo,JL,,,,,,,,"$6,684","$6,684",Rancho Cordova,,,1.25416,,44238,Other,Dairy,Cottage Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,99,369,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10020192,$87,$87,$87,,$87,,,,0.08732,Dairy,1,,2,90,,1/1/2012,,1,4.2516,8/1/2013 12:00:00 AM,0.08732,, ,Above Budget,"$4,252",,-0.08732,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4251.6,$47,Cottage Cheese,Dairy,Stores,MATRIX,JL,,,,,,,,"$4,252","$4,252",Sacramento,,,0.08732,,15588,Other,Dairy,Cottage Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,90,180,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20033176,$0,$0,$0,,$0,,,,0,Dairy,1,,2,101,,1/1/2012,,1,1.29043,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$1,290",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1290.43,$30,Cottage Cheese,Dairy,Stores,Homebound,JL,,,,,,,,"$3,074","$3,074",Schertz,,,0,,30334,Other,Dairy,Cottage Cheese,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,101,202,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30063552,$678,$678,$678,,$678,,,,0.67815,Dairy,1,,6.835249042,130.5,,1/1/2012,,1,4.24045,8/1/2013 12:00:00 AM,0.67815,, ,Above Budget,"$4,240",,-0.67815,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4240.45,$294,Milk,Dairy,Stores,Pacific Sierra Research,JL,,,,,,,,"$38,349","$38,349",Aurora,,,0.67815,,42435,Other,Dairy,Milk,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,130.5,892,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009631,$165,$165,$165,,$165,,,,0.16483,Dairy,1,,10,55,,1/1/2012,,1,3.1658,8/1/2013 12:00:00 AM,0.16483,, ,Above Budget,"$3,166",,-0.16483,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,3165.8,$58,Milk,Dairy,Stores,Clearout,JL,,,,,,,,"$3,166","$3,166",Corona,,,0.16483,,14180,Other,Dairy,Milk,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,55,550,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10014803,"$1,937","$1,937","$1,937",,"$1,937",,,,1.93703,Dairy,1,,16.181818182,5.5,,1/1/2012,,1,1.379895,8/1/2013 12:00:00 AM,1.93703,, ,Above Budget,"$1,380",,-1.93703,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1379.895,$251,Milk,Dairy,Stores,HCHS,JL,,,,,,,,"$1,380","$1,380",Grand Rapids,,,1.93703,,14532,Other,Dairy,Milk,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5.5,89,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,50112280,"$4,357","$4,357","$4,357",,"$4,357",,,,4.35711,Dairy,1,,4.448916409,323,,1/1/2012,,1,17.210315,8/1/2013 12:00:00 AM,4.35711,, ,Above Budget,"$17,210",,-4.35711,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,17210.315,$273,Milk,Dairy,Stores,Ra Co Amo,JL,,,,,,,,"$88,147","$88,147",Rancho Cordova,,,4.35711,,71282,Other,Dairy,Milk,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,323,1437,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,"$1,003","$1,003","$1,003",,"$1,003",,,,1.00304,Dairy,1,,6,6.5,,1/1/2012,,1,1.317485,8/1/2013 12:00:00 AM,1.00304,, ,Above Budget,"$1,317",,-1.00304,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1317.485,$203,Sour Cream,Dairy,Stores,A2Z Solutions,JL,,,,,,,,"$1,317","$1,317",North Highlands,,,1.00304,,15753,Other,Dairy,Sour Cream,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,6.5,39,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$0,$0,$0,,$0,,,,0,Dairy,1,,0.12,350,,1/1/2012,,1,0.7,8/1/2013 12:00:00 AM,0,, ,Above Budget,$700,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,700,$2,Sour Cream,Dairy,Stores,Hetrick Systems,JL,,,,,,,,$700,$700,Sacramento,,,0,,14700,Other,Dairy,Sour Cream,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,350,42,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10020192,$95,$95,$95,,$95,,,,0.09475,Dairy,1,,2.333333333,33,,1/1/2012,,1,1.32627,8/1/2013 12:00:00 AM,0.09475,, ,Above Budget,"$1,326",,-0.09475,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1326.27,$40,Sour Cream,Dairy,Stores,MATRIX,JL,,,,,,,,"$1,326","$1,326",Sacramento,,,0.09475,,15589,Other,Dairy,Sour Cream,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,33,77,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20033176,$0,$0,$0,,$0,,,,0,Dairy,1,,5.984962406,133,,1/1/2012,,1,1.94446,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$1,944",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1944.46,$29,Sour Cream,Dairy,Stores,Homebound,JL,,,,,,,,"$3,889","$3,889",Schertz,,,0,,29767,Other,Dairy,Sour Cream,Dairy,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,133,796,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
